"","Time","Latitude_Deg","Longitude_Deg","Hs_Wave_Height_m","Tp_Wave_Period_sec","Dominant_Wave_Direction_Deg","Mean_Wave_Direction__Deg","Time_ET"
11,2026-03-31 05:00:00,-100000.000000,-100000.000000,0.10,2.0,133,199,2026-03-31 01:00:00
12,2026-03-31 06:00:00,-100000.000000,-100000.000000,0.04,1.8,83,96,2026-03-31 02:00:00
13,2026-03-31 07:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-31 03:00:00
14,2026-03-31 08:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-31 04:00:00
15,2026-03-31 09:00:00,-100000.000000,-100000.000000,0.03,3.2,113,113,2026-03-31 05:00:00
16,2026-03-31 10:00:00,-100000.000000,-100000.000000,0.06,1.5,281,236,2026-03-31 06:00:00
17,2026-03-31 11:00:00,-100000.000000,-100000.000000,0.13,2.3,265,263,2026-03-31 07:00:00
18,2026-03-31 12:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-31 08:00:00
1,2026-03-31 12:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-31 08:00:00
2,2026-03-31 13:00:00,-100000.000000,-100000.000000,0.13,2.2,272,281,2026-03-31 09:00:00
1,2026-03-31 13:00:00,-100000.000000,-100000.000000,0.13,2.2,272,281,2026-03-31 09:00:00
2,2026-03-31 14:00:00,-100000.000000,-100000.000000,0.12,2.6,293,276,2026-03-31 10:00:00
1,2026-03-31 14:00:00,-100000.000000,-100000.000000,0.12,2.6,293,276,2026-03-31 10:00:00
2,2026-03-31 15:00:00,-100000.000000,-100000.000000,0.07,4.2,155,193,2026-03-31 11:00:00
1,2026-03-31 15:00:00,-100000.000000,-100000.000000,0.07,4.2,155,193,2026-03-31 11:00:00
2,2026-03-31 16:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-31 12:00:00
1,2026-03-31 16:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-31 12:00:00
2,2026-03-31 17:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-31 13:00:00
1,2026-03-31 17:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-31 13:00:00
2,2026-03-31 18:00:00,-100000.000000,-100000.000000,0.18,1.8,46,45,2026-03-31 14:00:00
1,2026-03-31 18:00:00,-100000.000000,-100000.000000,0.18,1.8,46,45,2026-03-31 14:00:00
2,2026-03-31 19:00:00,-100000.000000,-100000.000000,0.20,2.0,69,51,2026-03-31 15:00:00
1,2026-03-31 19:00:00,-100000.000000,-100000.000000,0.20,2.0,69,51,2026-03-31 15:00:00
2,2026-03-31 20:00:00,-100000.000000,-100000.000000,0.23,3.1,51,55,2026-03-31 16:00:00
3,2026-03-31 21:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-31 17:00:00
4,2026-03-31 22:00:00,-100000.000000,-100000.000000,0.21,1.8,47,57,2026-03-31 18:00:00
5,2026-03-31 23:00:00,-100000.000000,-100000.000000,0.18,1.3,76,55,2026-03-31 19:00:00
6,2026-04-01,-100000.000000,-100000.000000,0.17,1.6,90,55,2026-03-31 20:00:00
7,2026-04-01 01:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-31 21:00:00
8,2026-04-01 02:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-03-31 22:00:00
9,2026-04-01 03:00:00,-100000.000000,-100000.000000,0.18,3.1,40,45,2026-03-31 23:00:00
1,2026-04-01 03:00:00,-100000.000000,-100000.000000,0.18,3.1,40,45,2026-03-31 23:00:00
2,2026-04-01 04:00:00,-100000.000000,-100000.000000,0.20,3.1,24,33,2026-04-01
3,2026-04-01 05:00:00,-100000.000000,-100000.000000,0.13,5.2,79,58,2026-04-01 01:00:00
4,2026-04-01 06:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-01 02:00:00
5,2026-04-01 07:00:00,-100000.000000,-100000.000000,0.10,5.3,54,58,2026-04-01 03:00:00
6,2026-04-01 08:00:00,-100000.000000,-100000.000000,0.10,4.8,74,74,2026-04-01 04:00:00
1,2026-04-01 08:00:00,-100000.000000,-100000.000000,0.10,4.8,74,74,2026-04-01 04:00:00
2,2026-04-01 09:00:00,-100000.000000,-100000.000000,0.06,4.5,83,70,2026-04-01 05:00:00
3,2026-04-01 10:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-01 06:00:00
4,2026-04-01 11:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-01 07:00:00
1,2026-04-01 11:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-01 07:00:00
2,2026-04-01 12:00:00,-100000.000000,-100000.000000,0.05,3.4,226,154,2026-04-01 08:00:00
1,2026-04-01 12:00:00,-100000.000000,-100000.000000,0.05,3.4,226,154,2026-04-01 08:00:00
1,2026-04-01 12:00:00,-100000.000000,-100000.000000,0.05,3.4,226,154,2026-04-01 08:00:00
2,2026-04-01 13:00:00,-100000.000000,-100000.000000,0.07,2.2,96,114,2026-04-01 09:00:00
1,2026-04-01 13:00:00,-100000.000000,-100000.000000,0.07,2.2,96,114,2026-04-01 09:00:00
2,2026-04-01 14:00:00,-100000.000000,-100000.000000,0.10,2.3,287,270,2026-04-01 10:00:00
1,2026-04-01 14:00:00,-100000.000000,-100000.000000,0.10,2.3,287,270,2026-04-01 10:00:00
2,2026-04-01 15:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-01 11:00:00
1,2026-04-01 15:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-01 11:00:00
2,2026-04-01 16:00:00,-100000.000000,-100000.000000,0.11,4.0,130,126,2026-04-01 12:00:00
1,2026-04-01 16:00:00,-100000.000000,-100000.000000,0.11,4.0,130,126,2026-04-01 12:00:00
2,2026-04-01 17:00:00,-100000.000000,-100000.000000,0.07,5.7,89,78,2026-04-01 13:00:00
1,2026-04-01 17:00:00,-100000.000000,-100000.000000,0.07,5.7,89,78,2026-04-01 13:00:00
2,2026-04-01 18:00:00,-100000.000000,-100000.000000,0.11,4.3,60,59,2026-04-01 14:00:00
1,2026-04-01 18:00:00,-100000.000000,-100000.000000,0.11,4.3,60,59,2026-04-01 14:00:00
2,2026-04-01 19:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-01 15:00:00
1,2026-04-01 19:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-01 15:00:00
2,2026-04-01 20:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-01 16:00:00
1,2026-04-01 20:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-01 16:00:00
2,2026-04-01 21:00:00,-100000.000000,-100000.000000,0.20,3.3,54,47,2026-04-01 17:00:00
1,2026-04-01 21:00:00,-100000.000000,-100000.000000,0.20,3.3,54,47,2026-04-01 17:00:00
2,2026-04-01 22:00:00,-100000.000000,-100000.000000,0.15,1.7,8,37,2026-04-01 18:00:00
3,2026-04-01 23:00:00,-100000.000000,-100000.000000,0.15,3.3,59,66,2026-04-01 19:00:00
4,2026-04-02,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-01 20:00:00
5,2026-04-02 01:00:00,-100000.000000,-100000.000000,0.15,3.4,71,63,2026-04-01 21:00:00
6,2026-04-02 02:00:00,-100000.000000,-100000.000000,0.16,3.8,74,74,2026-04-01 22:00:00
7,2026-04-02 03:00:00,-100000.000000,-100000.000000,0.15,3.8,23,35,2026-04-01 23:00:00
8,2026-04-02 04:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-02
9,2026-04-02 05:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-02 01:00:00
10,2026-04-02 06:00:00,-100000.000000,-100000.000000,0.37,4.0,72,54,2026-04-02 02:00:00
11,2026-04-02 07:00:00,-100000.000000,-100000.000000,0.44,4.1,105,85,2026-04-02 03:00:00
12,2026-04-02 08:00:00,-100000.000000,-100000.000000,0.34,4.6,79,50,2026-04-02 04:00:00
13,2026-04-02 09:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-02 05:00:00
14,2026-04-02 10:00:00,-100000.000000,-100000.000000,0.26,4.3,72,53,2026-04-02 06:00:00
1,2026-04-02 10:00:00,-100000.000000,-100000.000000,0.26,4.3,72,53,2026-04-02 06:00:00
2,2026-04-02 11:00:00,-100000.000000,-100000.000000,0.31,4.0,69,57,2026-04-02 07:00:00
3,2026-04-02 12:00:00,-100000.000000,-100000.000000,0.31,1.6,42,49,2026-04-02 08:00:00
1,2026-04-02 12:00:00,-100000.000000,-100000.000000,0.31,1.6,42,49,2026-04-02 08:00:00
2,2026-04-02 13:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-02 09:00:00
1,2026-04-02 13:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-02 09:00:00
2,2026-04-02 14:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-02 10:00:00
1,2026-04-02 14:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-02 10:00:00
2,2026-04-02 15:00:00,-100000.000000,-100000.000000,0.39,5.9,68,70,2026-04-02 11:00:00
1,2026-04-02 15:00:00,-100000.000000,-100000.000000,0.39,5.9,68,70,2026-04-02 11:00:00
2,2026-04-02 16:00:00,-100000.000000,-100000.000000,0.45,3.7,37,40,2026-04-02 12:00:00
1,2026-04-02 16:00:00,-100000.000000,-100000.000000,0.45,3.7,37,40,2026-04-02 12:00:00
2,2026-04-02 17:00:00,-100000.000000,-100000.000000,0.53,3.1,52,57,2026-04-02 13:00:00
1,2026-04-02 17:00:00,-100000.000000,-100000.000000,0.53,3.1,52,57,2026-04-02 13:00:00
2,2026-04-02 18:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-02 14:00:00
1,2026-04-02 18:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-02 14:00:00
2,2026-04-02 19:00:00,-100000.000000,-100000.000000,0.48,4.9,68,56,2026-04-02 15:00:00
1,2026-04-02 19:00:00,-100000.000000,-100000.000000,0.48,4.9,68,56,2026-04-02 15:00:00
2,2026-04-02 20:00:00,-100000.000000,-100000.000000,0.36,3.4,31,58,2026-04-02 16:00:00
3,2026-04-02 21:00:00,-100000.000000,-100000.000000,0.28,5.1,69,48,2026-04-02 17:00:00
4,2026-04-02 22:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-02 18:00:00
1,2026-04-02 22:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-02 18:00:00
2,2026-04-02 23:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-02 19:00:00
3,2026-04-03,-100000.000000,-100000.000000,0.25,1.7,79,73,2026-04-02 20:00:00
4,2026-04-03 01:00:00,-100000.000000,-100000.000000,0.25,1.7,82,71,2026-04-02 21:00:00
5,2026-04-03 02:00:00,-100000.000000,-100000.000000,0.29,3.4,67,64,2026-04-02 22:00:00
6,2026-04-03 03:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-02 23:00:00
7,2026-04-03 04:00:00,-100000.000000,-100000.000000,0.33,3.6,66,61,2026-04-03
8,2026-04-03 05:00:00,-100000.000000,-100000.000000,0.38,4.0,82,71,2026-04-03 01:00:00
9,2026-04-03 06:00:00,-100000.000000,-100000.000000,0.32,3.1,125,134,2026-04-03 02:00:00
10,2026-04-03 07:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-03 03:00:00
11,2026-04-03 08:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-03 04:00:00
12,2026-04-03 09:00:00,-100000.000000,-100000.000000,0.17,4.6,129,114,2026-04-03 05:00:00
13,2026-04-03 10:00:00,-100000.000000,-100000.000000,0.17,5.7,86,83,2026-04-03 06:00:00
14,2026-04-03 11:00:00,-100000.000000,-100000.000000,0.14,4.5,130,127,2026-04-03 07:00:00
15,2026-04-03 12:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-03 08:00:00
1,2026-04-03 12:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-03 08:00:00
2,2026-04-03 13:00:00,-100000.000000,-100000.000000,0.10,3.2,72,77,2026-04-03 09:00:00
1,2026-04-03 13:00:00,-100000.000000,-100000.000000,0.10,3.2,72,77,2026-04-03 09:00:00
2,2026-04-03 14:00:00,-100000.000000,-100000.000000,0.10,5.7,91,91,2026-04-03 10:00:00
1,2026-04-03 14:00:00,-100000.000000,-100000.000000,0.10,5.7,91,91,2026-04-03 10:00:00
2,2026-04-03 15:00:00,-100000.000000,-100000.000000,0.17,5.8,58,62,2026-04-03 11:00:00
1,2026-04-03 15:00:00,-100000.000000,-100000.000000,0.17,5.8,58,62,2026-04-03 11:00:00
2,2026-04-03 16:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-03 12:00:00
1,2026-04-03 16:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-03 12:00:00
2,2026-04-03 17:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-03 13:00:00
1,2026-04-03 17:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-03 13:00:00
2,2026-04-03 18:00:00,-100000.000000,-100000.000000,0.24,7.8,90,76,2026-04-03 14:00:00
1,2026-04-03 18:00:00,-100000.000000,-100000.000000,0.24,7.8,90,76,2026-04-03 14:00:00
2,2026-04-03 19:00:00,-100000.000000,-100000.000000,0.19,8.0,90,78,2026-04-03 15:00:00
3,2026-04-03 20:00:00,-100000.000000,-100000.000000,0.16,4.2,82,79,2026-04-03 16:00:00
4,2026-04-03 21:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-03 17:00:00
5,2026-04-03 22:00:00,-100000.000000,-100000.000000,0.13,5.5,98,82,2026-04-03 18:00:00
6,2026-04-03 23:00:00,-100000.000000,-100000.000000,0.13,5.3,98,96,2026-04-03 19:00:00
7,2026-04-04,-100000.000000,-100000.000000,0.13,4.2,112,115,2026-04-03 20:00:00
8,2026-04-04 01:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-03 21:00:00
9,2026-04-04 02:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-03 22:00:00
10,2026-04-04 03:00:00,-100000.000000,-100000.000000,0.22,2.9,312,309,2026-04-03 23:00:00
11,2026-04-04 04:00:00,-100000.000000,-100000.000000,0.30,3.0,293,289,2026-04-04
12,2026-04-04 05:00:00,-100000.000000,-100000.000000,0.18,2.3,261,200,2026-04-04 01:00:00
13,2026-04-04 06:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-04 02:00:00
14,2026-04-04 07:00:00,-100000.000000,-100000.000000,0.16,7.5,156,147,2026-04-04 03:00:00
15,2026-04-04 08:00:00,-100000.000000,-100000.000000,0.11,6.3,122,125,2026-04-04 04:00:00
16,2026-04-04 09:00:00,-100000.000000,-100000.000000,0.07,5.1,95,89,2026-04-04 05:00:00
17,2026-04-04 10:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-04 06:00:00
18,2026-04-04 11:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-04 07:00:00
19,2026-04-04 12:00:00,-100000.000000,-100000.000000,0.13,1.5,14,17,2026-04-04 08:00:00
20,2026-04-04 13:00:00,-100000.000000,-100000.000000,0.15,1.4,13,15,2026-04-04 09:00:00
21,2026-04-04 14:00:00,-100000.000000,-100000.000000,0.08,2.0,13,25,2026-04-04 10:00:00
22,2026-04-04 15:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-04 11:00:00
23,2026-04-04 16:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-04 12:00:00
24,2026-04-04 17:00:00,-100000.000000,-100000.000000,0.35,2.4,74,53,2026-04-04 13:00:00
25,2026-04-04 18:00:00,-100000.000000,-100000.000000,0.34,2.7,13,34,2026-04-04 14:00:00
26,2026-04-04 19:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-04 15:00:00
27,2026-04-04 20:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-04 16:00:00
28,2026-04-04 21:00:00,-100000.000000,-100000.000000,0.35,5.0,135,126,2026-04-04 17:00:00
29,2026-04-04 22:00:00,-100000.000000,-100000.000000,0.36,4.3,129,125,2026-04-04 18:00:00
30,2026-04-04 23:00:00,-100000.000000,-100000.000000,0.33,4.4,139,131,2026-04-04 19:00:00
31,2026-04-05,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-04 20:00:00
32,2026-04-05 01:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-04 21:00:00
33,2026-04-05 02:00:00,-100000.000000,-100000.000000,0.22,1.5,151,131,2026-04-04 22:00:00
34,2026-04-05 03:00:00,-100000.000000,-100000.000000,0.28,4.4,133,130,2026-04-04 23:00:00
35,2026-04-05 04:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-05
36,2026-04-05 05:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-05 01:00:00
37,2026-04-05 06:00:00,-100000.000000,-100000.000000,0.36,7.7,123,114,2026-04-05 02:00:00
38,2026-04-05 07:00:00,-100000.000000,-100000.000000,0.33,4.0,126,121,2026-04-05 03:00:00
39,2026-04-05 08:00:00,-100000.000000,-100000.000000,0.34,3.5,79,84,2026-04-05 04:00:00
40,2026-04-05 09:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-05 05:00:00
41,2026-04-05 10:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-05 06:00:00
42,2026-04-05 11:00:00,-100000.000000,-100000.000000,0.15,5.3,100,99,2026-04-05 07:00:00
43,2026-04-05 12:00:00,-100000.000000,-100000.000000,0.15,4.6,86,84,2026-04-05 08:00:00
44,2026-04-05 13:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-05 09:00:00
45,2026-04-05 14:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-05 10:00:00
46,2026-04-05 15:00:00,-100000.000000,-100000.000000,0.11,3.0,147,146,2026-04-05 11:00:00
47,2026-04-05 16:00:00,-100000.000000,-100000.000000,0.16,4.2,129,123,2026-04-05 12:00:00
48,2026-04-05 17:00:00,-100000.000000,-100000.000000,0.19,4.1,78,74,2026-04-05 13:00:00
49,2026-04-05 18:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-05 14:00:00
50,2026-04-05 19:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-05 15:00:00
51,2026-04-05 20:00:00,-100000.000000,-100000.000000,0.19,4.1,82,83,2026-04-05 16:00:00
52,2026-04-05 21:00:00,-100000.000000,-100000.000000,0.18,5.2,96,88,2026-04-05 17:00:00
53,2026-04-05 22:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-05 18:00:00
54,2026-04-05 23:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-05 19:00:00
55,2026-04-06,-100000.000000,-100000.000000,0.11,7.3,93,88,2026-04-05 20:00:00
56,2026-04-06 01:00:00,-100000.000000,-100000.000000,0.16,7.1,3,80,2026-04-05 21:00:00
57,2026-04-06 02:00:00,-100000.000000,-100000.000000,0.18,1.8,241,253,2026-04-05 22:00:00
58,2026-04-06 03:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-05 23:00:00
59,2026-04-06 04:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-06
60,2026-04-06 05:00:00,-100000.000000,-100000.000000,0.20,6.4,21,271,2026-04-06 01:00:00
61,2026-04-06 06:00:00,-100000.000000,-100000.000000,0.21,1.9,249,272,2026-04-06 02:00:00
62,2026-04-06 07:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-06 03:00:00
63,2026-04-06 08:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-06 04:00:00
64,2026-04-06 09:00:00,-100000.000000,-100000.000000,0.21,1.4,270,285,2026-04-06 05:00:00
65,2026-04-06 10:00:00,-100000.000000,-100000.000000,0.24,1.5,288,288,2026-04-06 06:00:00
66,2026-04-06 11:00:00,-100000.000000,-100000.000000,0.21,1.7,298,297,2026-04-06 07:00:00
67,2026-04-06 12:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-06 08:00:00
1,2026-04-06 12:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-06 08:00:00
2,2026-04-06 13:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-06 09:00:00
1,2026-04-06 13:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-06 09:00:00
2,2026-04-06 14:00:00,-100000.000000,-100000.000000,0.20,2.2,89,290,2026-04-06 10:00:00
1,2026-04-06 14:00:00,-100000.000000,-100000.000000,0.20,2.2,89,290,2026-04-06 10:00:00
2,2026-04-06 15:00:00,-100000.000000,-100000.000000,0.21,2.5,246,246,2026-04-06 11:00:00
1,2026-04-06 15:00:00,-100000.000000,-100000.000000,0.21,2.5,246,246,2026-04-06 11:00:00
1,2026-04-06 15:00:00,-100000.000000,-100000.000000,0.21,2.5,246,246,2026-04-06 11:00:00
2,2026-04-06 16:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-06 12:00:00
1,2026-04-06 16:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-06 12:00:00
1,2026-04-06 16:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-06 12:00:00
2,2026-04-06 17:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-06 13:00:00
1,2026-04-06 17:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-06 13:00:00
1,2026-04-06 17:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-06 13:00:00
2,2026-04-06 18:00:00,-100000.000000,-100000.000000,0.20,1.7,247,246,2026-04-06 14:00:00
1,2026-04-06 18:00:00,-100000.000000,-100000.000000,0.20,1.7,247,246,2026-04-06 14:00:00
1,2026-04-06 18:00:00,-100000.000000,-100000.000000,0.20,1.7,247,246,2026-04-06 14:00:00
2,2026-04-06 19:00:00,-100000.000000,-100000.000000,0.20,1.5,276,265,2026-04-06 15:00:00
1,2026-04-06 19:00:00,-100000.000000,-100000.000000,0.20,1.5,276,265,2026-04-06 15:00:00
1,2026-04-06 19:00:00,-100000.000000,-100000.000000,0.20,1.5,276,265,2026-04-06 15:00:00
2,2026-04-06 20:00:00,-100000.000000,-100000.000000,0.24,1.7,280,288,2026-04-06 16:00:00
1,2026-04-06 20:00:00,-100000.000000,-100000.000000,0.24,1.7,280,288,2026-04-06 16:00:00
2,2026-04-06 21:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-06 17:00:00
3,2026-04-06 22:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-06 18:00:00
4,2026-04-06 23:00:00,-100000.000000,-100000.000000,0.18,1.5,359,5,2026-04-06 19:00:00
5,2026-04-07,-100000.000000,-100000.000000,0.17,1.4,131,281,2026-04-06 20:00:00
6,2026-04-07 01:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-06 21:00:00
7,2026-04-07 02:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-06 22:00:00
8,2026-04-07 03:00:00,-100000.000000,-100000.000000,0.12,1.4,261,275,2026-04-06 23:00:00
9,2026-04-07 04:00:00,-100000.000000,-100000.000000,0.09,1.5,146,124,2026-04-07
10,2026-04-07 05:00:00,-100000.000000,-100000.000000,0.04,6.5,80,83,2026-04-07 01:00:00
11,2026-04-07 06:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-07 02:00:00
12,2026-04-07 07:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-07 03:00:00
13,2026-04-07 08:00:00,-100000.000000,-100000.000000,0.04,8.7,0,109,2026-04-07 04:00:00
14,2026-04-07 09:00:00,-100000.000000,-100000.000000,0.05,3.8,65,82,2026-04-07 05:00:00
15,2026-04-07 10:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-07 06:00:00
16,2026-04-07 11:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-07 07:00:00
17,2026-04-07 12:00:00,-100000.000000,-100000.000000,0.09,2.5,80,81,2026-04-07 08:00:00
1,2026-04-07 12:00:00,-100000.000000,-100000.000000,0.09,2.5,80,81,2026-04-07 08:00:00
1,2026-04-07 12:00:00,-100000.000000,-100000.000000,0.09,2.5,80,81,2026-04-07 08:00:00
2,2026-04-07 13:00:00,-100000.000000,-100000.000000,0.11,2.4,62,68,2026-04-07 09:00:00
1,2026-04-07 13:00:00,-100000.000000,-100000.000000,0.11,2.4,62,68,2026-04-07 09:00:00
1,2026-04-07 13:00:00,-100000.000000,-100000.000000,0.11,2.4,62,68,2026-04-07 09:00:00
2,2026-04-07 14:00:00,-100000.000000,-100000.000000,0.12,1.5,109,100,2026-04-07 10:00:00
1,2026-04-07 14:00:00,-100000.000000,-100000.000000,0.12,1.5,109,100,2026-04-07 10:00:00
1,2026-04-07 14:00:00,-100000.000000,-100000.000000,0.12,1.5,109,100,2026-04-07 10:00:00
2,2026-04-07 15:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-07 11:00:00
1,2026-04-07 15:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-07 11:00:00
1,2026-04-07 15:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-07 11:00:00
2,2026-04-07 16:00:00,-100000.000000,-100000.000000,-100000.00,-100000.0,-100000,-100000,2026-04-07 12:00:00
3,2026-04-07 17:00:00,-100000.000000,-100000.000000,0.09,3.2,99,90,2026-04-07 13:00:00
1,2026-04-07 17:00:00,-100000.000000,-100000.000000,0.09,3.2,99,90,2026-04-07 13:00:00
2,2026-04-07 18:00:00,-100000.000000,-100000.000000,0.12,3.0,60,51,2026-04-07 14:00:00
1,2026-04-07 18:00:00,-100000.000000,-100000.000000,0.12,3.0,60,51,2026-04-07 14:00:00
